date time,message id,agency,message
01-08-2024 20_22_06,7011852,30,PAR192 Crew Welfare Check URGMSG
01-08-2024 20_21_55,7011851,30,MG171 PR: 2 - COMPTON D01439 Disp: 20:21 Unconsciou
01-08-2024 20_21_38,7011850,30,N122 PR: 2 - NORTH BRIGHTON 140 F 14 D01438 Disp: 20:21 Breathing
01-08-2024 20_20_30,7011849,30,LS2 PR: 3 - MORPHETT VALE 186 Q 7 D01437 Disp: 19:57 Psychiatri
01-08-2024 20_17_53,7011847,30,OAK196 PR: 2 - : H714 1ST ELIZABETH VALE 61 P 12 INCLEMENT WEATHER D01434 Disp: 20:17 Falls
01-08-2024 20_16_53,7011846,30,OAK122 PR: 2 - HILLCREST 95 G 15 D01432 Disp: 20:16 Convulsion
01-08-2024 20_16_23,7011844,30,KA190 PR: 3 - NEW TOWN SKD 1 J 4 D01431 Disp: 20:16 OTHER EMER
01-08-2024 20_16_00,7011843,30,PFD320 PR: 2 - : HI718 1ST ELIZABETH PARK 52 H 12 D01429 Disp: 20:15 Breathing
01-08-2024 20_14_47,7011842,30,V126 PR: 3 - : @SOUTH COAST DISTRICT HOSPITAL VICTOR HARBOR 313 K 1 D01428 Disp: 20:14 HEALTH CAR
01-08-2024 20_13_49,7011841,30,HI717 PR: 2 - : GG186 1ST SHEIDOW PARK 176 M 1 D01427 Disp: 20:13 Falls
01-08-2024 20_13_49,7011840,30,HI717 PR: 2 - : GG186 1ST SHEIDOW PARK 176 M 1 D01427 Disp: 20:13 Falls
01-08-2024 20_11_17,7011838,30,BV181 PR: 4 - : @ANGASTON AND DISTRICT HOSPITAL ANGASTON SAG 1 H 13 D01425 Disp: 20:11 HEALTH CAR
01-08-2024 20_06_29,7011834,30,PLS ACK PAGE FOR P3 FREELING THANKS
01-08-2024 20_04_27,7011833,40,MFS: ADDITIONAL INFO FOR INC04- UPGRADED TO PRIORITY 1 RESPONSE
01-08-2024 20_03_12,7011828,20,"MFS: *CFSRES INC0105 01/08/24 20:02 RESPOND FLOODING SALVAGE, ALARM LEVEL: 1, : COMMUNITY HALL CAVENDISH AV DEVON PARK,MAP:ADL 105 N10,TG C167 T187, ==WATER COMING OUT OF REAR OF HALL :APK369 PPT20_39 PPT377 :"
01-08-2024 20_03_11,7011827,20,"MFS: *CFSRES INC0105 01/08/24 20:02 RESPOND FLOODING SALVAGE, ALARM LEVEL: 1, : COMMUNITY HALL CAVENDISH AV DEVON PARK,MAP:ADL 105 N10,TG C167 T187, ==WATER COMING OUT OF REAR OF HALL :APK369 PPT20_39 PPT377 :"
01-08-2024 20_03_09,7011826,20,"MFS: *CFSRES INC0105 01/08/24 20:02 RESPOND FLOODING SALVAGE, ALARM LEVEL: 1, : COMMUNITY HALL CAVENDISH AV DEVON PARK,MAP:ADL 105 N10,TG C167 T187, :APK369 PPT20_39 PPT377 :"
01-08-2024 20_03_07,7011825,20,"MFS: *CFSRES INC0105 01/08/24 20:02 RESPOND FLOODING SALVAGE, ALARM LEVEL: 1, : COMMUNITY HALL CAVENDISH AV DEVON PARK,MAP:ADL 105 N10,TG C167 T187, :APK369 PPT20_39 PPT377 :"
01-08-2024 20_03_03,7011823,30,WK171 PR: 2 - WAIKERIE SWK 1 E 7 D01419 Disp: 20:02 Heart Prob
01-08-2024 20_02_30,7011821,40,"MFS: *CFSRES INC:S0004 01/08/24 20:02 RESPOND FLOODING SALVAGE P2 : COMMUNITY HALL CAVENDISH AV DEVON PARK MAP:ADL 105 N10 ,==WATER COMING OUT OF REAR OF HALL :PPT20_39 :"
01-08-2024 20_02_29,7011820,30,PA197 Crew Welfare Check URGMSG
01-08-2024 19_59_33,7011818,30,PA183 PR: 2 - : @RFDS: FVF X PG CONF 1945 > RAH MBOT ADELAIDE AIRPORT 128 H 6 D01414 Disp: 19:59 TRANSFER
01-08-2024 19_59_33,7011817,30,PA183 PR: 2 - : @RFDS: FVF X PG CONF 1945 > RAH MBOT ADELAIDE AIRPORT 128 H 6 D01414 Disp: 19:59 TRANSFER
01-08-2024 19_59_26,7011815,30,HB190 PR: 3 - : @WHEATFIELDS NURSING HOME: ON THE FLOOR FREELING SFL 1 F 6 D01413 Disp: 19:59 Falls
01-08-2024 19_56_54,7011813,30,HI718 PR: 2 - ELIZABETH PARK 52 H 12 D01410 Disp: 19:56 Breathing
01-08-2024 19_56_53,7011812,30,HI718 PR: 2 - ELIZABETH PARK 52 H 12 D01410 Disp: 19:56 Breathing
01-08-2024 19_56_25,7011811,30,RP182 PR: 2 - : @SALISBURY RAILWAY STATION SALISBURY 71 E 2 D01408 Disp: 19:56 OTHER EMER
01-08-2024 19_56_14,7011810,30,GX127 PR: 5 - : @RFDS: FVA EX BEHL > RAH ETA 1850: GX127 POST CRIB ADELAIDE AIRPORT 128 H 6 D01407 Disp: 19:56 TRANSFER
01-08-2024 19_55_15,7011809,30,GR192 PR: 2 - ELIZABETH VALE 61 Q 12 D01406 Disp: 19:55 Choking
01-08-2024 19_55_08,7011808,30,N182 PR: 3 - MORPHETT VALE 187 A 1 D01404 Disp: 19:55 OTHER EMER
01-08-2024 19_54_02,7011807,30,EN2 PR: 1 - WALKLEY HEIGHTS 95 C 5 D01403 Disp: 19:52 Falls
01-08-2024 19_53_23,7011806,30,RECCOMENCE AT 1955
01-08-2024 19_52_55,7011805,30,C122 PR: 1 - WALKLEY HEIGHTS 95 C 5 D01401 Disp: 19:52 Falls
01-08-2024 19_52_38,7011804,30,OAK230 PR: 1 - WALKLEY HEIGHTS 95 C 5 D01400 Disp: 19:52 Falls
01-08-2024 19_51_50,7011803,30,AS122 PR: 2 - : @RFDS: FVF EX PGHL > WCH CONF 1945 MBOT ADELAIDE AIRPORT 128 H 6 D01399 Disp: 19:51 TRANSFER
01-08-2024 19_51_19,7011802,30,LXB188 PR: 3 - : @LOXTON NORTH FOOTBALL CLUB LOXTON NORTH D01398 Disp: 19:50 OTHER EMER
01-08-2024 19_50_55,7011801,30,LXA188 PR: 3 - : @LOXTON NORTH FOOTBALL CLUB LOXTON NORTH D01397 Disp: 19:50 OTHER EMER
01-08-2024 19_50_53,7011800,30,EN2 PR: 2 - ELIZABETH VALE 61 P 11 D01396 Disp: 19:50 Falls
01-08-2024 19_50_43,7011799,40,"MFS: *CFSRES INC:S0003 01/08/24 19:50 RESPOND VEHICLE RECOVERY P2 :BEACH OPPOSITE SOUTHERN PORTS HWY/MILLICENT RD BEACHPORT MAP:SE 14 1452 ,== VEHCILE BOGGED ON BEACH :MIL20_43 :"
01-08-2024 19_48_40,7011797,10,EUDN: PAGER AND SIREN TEST NOW COMPLETE 01-08-24 20:25
01-08-2024 19_48_40,7011796,10,EUDN: PAGER AND SIREN TEST NOW COMPLETE 01-08-24 20:25
01-08-2024 19_48_01,7011795,30,PS196 PR: 8 - : @QEH: PS REQ'D WOODVILLE SOUTH 104 M 9 D01391 Disp: 19:47 TRANSFER
01-08-2024 19_48_01,7011794,30,PS196 PR: 8 - : @QEH: PS REQ'D WOODVILLE SOUTH 104 M 9 D01391 Disp: 19:47 TRANSFER
01-08-2024 19_47_53,7011793,30,C122 PR: 6 - : @CALV: IC REQD NORTH ADELAIDE 1 J 9 D01390 Disp: 19:47 TRANSFER
01-08-2024 19_47_46,7011792,10,EUDN: RESPOND EUDUNDA STATION SIREN MANUALLY ACTIVATED CFSRES
01-08-2024 19_47_46,7011791,10,EUDN: RESPOND EUDUNDA STATION SIREN MANUALLY ACTIVATED CFSRES
01-08-2024 19_46_42,7011790,10,EUDN: PAGER AND SIREN TEST TO FOLLOW UNTIL FURTHER NOTICE 01-08-24 20:23
01-08-2024 19_46_42,7011789,10,EUDN: PAGER AND SIREN TEST TO FOLLOW UNTIL FURTHER NOTICE 01-08-24 20:23
01-08-2024 19_45_32,7011787,30,HI717 PR: 2 - STURT 153 E 7 D01387 Disp: 19:41 Convulsion
01-08-2024 19_45_32,7011786,30,HI717 PR: 2 - STURT 153 E 7 D01387 Disp: 19:41 Convulsion
01-08-2024 19_45_17,7011784,30,GG186 PR: 5 - : ON THE FLOOR SHEIDOW PARK 176 M 1 D01386 Disp: 19:45 Falls
01-08-2024 19_44_00,7011783,30,E182 PR: 2 - SALISBURY EAST 72 A 9 D01385 Disp: 19:43 Breathing
01-08-2024 19_42_35,7011780,30,AR181 PR: 8 - : @MIHL MAITLAND SMT 1 J 6 D01384 Disp: 19:42 Discharge
01-08-2024 19_42_25,7011779,30,C122 PR: 3 - : @ST VINCENTS NIGHT SHELTER: CB 2200 ADELAIDE 3 M 13 D01383 Disp: 19:42 Psychiatri
01-08-2024 19_42_02,7011778,30,LN2 PR: 2 - SALISBURY EAST 71 L 13 D01382 Disp: 19:33 Convulsion
01-08-2024 19_38_30,7011775,30,F112 PR: 2 - :UN 2 GLANDORE 129 H 13 D01379 Disp: 19:38 Chest Pain
01-08-2024 19_36_34,7011774,30,F112 PR: 2 - : @RFDS: FVF EX PGHL > WCH CONF 1945 MBOT ADELAIDE AIRPORT 128 H 6 D01376 Disp: 19:36 TRANSFER
01-08-2024 19_35_37,7011773,30,PS196 PR: 5 - : @RFDS: FXJ > WLHL ETD 2000 +PS196 ADELAIDE AIRPORT 128 H 6 D01356 Disp: 19:16 TRANSFER
01-08-2024 19_35_37,7011772,30,PS196 PR: 5 - : @RFDS: FXJ > WLHL ETD 2000 +PS196 ADELAIDE AIRPORT 128 H 6 D01356 Disp: 19:16 TRANSFER
01-08-2024 19_35_23,7011770,30,H713 PR: 2 - ALBERTON 92 C 13 D01373 Disp: 19:35 Breathing
01-08-2024 19_33_25,7011769,30,PFD1935 PR: 2 - SALISBURY EAST 71 L 13 D01372 Disp: 19:33 Convulsion
01-08-2024 19_28_58,7011767,30,MG181 PR: 4 - MOORAK D01370 Disp: 19:28 Sick Perso
01-08-2024 19_28_28,7011766,30,TEST
01-08-2024 19_26_32,7011764,10,"L: 1, WINDSOR AV/MOUNT BARKER RD HAHNDORF,MAP:ADL 159 K10,TG 128, == LIGHT POLE ON FIRE :HAHNPUMP :"
01-08-2024 19_25_55,7011763,30,RN181 PR: 2 - PARINGA RMK 2 L 13 D01367 Disp: 19:25 Unconsciou
01-08-2024 19_25_45,7011762,30,BE171 PR: 2 - BERRI SBI 1 L 5 D01366 Disp: 19:25 Breathing
01-08-2024 19_25_31,7011761,30,HI719 PR: 2 - : @ANGLICARE - BROMPTON (IAN GEORGE COURT): SINGLE PARA BROMPTON 117 K 1 D01365 Disp: 19:25 Falls
01-08-2024 19_25_17,7011760,30,M192 PR: 3 - : CB 2025 OLD REYNELLA 177 C 10 D01364 Disp: 19:25 Haemorrhag
01-08-2024 19_25_00,7011759,20,"MFS: *CFSRES INC0103 01/08/24 19:24 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @LARGS PIER HOTEL #028/038 198 ESPLANADE LARGS BAY,MAP:ADL 79 J16,TG C158 T188, ==INPUT #1 FIP - INSIDE MAIN ENTRANCE AIR LOCK :ERV071 LGS289 MARINE_OFF PAD257 :"
01-08-2024 19_24_57,7011758,20,"MFS: *CFSRES INC0103 01/08/24 19:24 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @LARGS PIER HOTEL #028/038 198 ESPLANADE LARGS BAY,MAP:ADL 79 J16,TG C158 T188, ==INPUT #1 FIP - INSIDE MAIN ENTRANCE AIR LOCK :LGS289 MARINE_OFF PAD257 :"
01-08-2024 19_24_56,7011757,20,"MFS: *CFSRES INC0103 01/08/24 19:24 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @LARGS PIER HOTEL #028/038 198 ESPLANADE LARGS BAY,MAP:ADL 79 J16,TG C158 T188, :LGS289 MARINE_OFF PAD257 :"
01-08-2024 19_24_28,7011756,20,"MFS: *CFSRES INC0103 01/08/24 19:24 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @LARGS PIER HOTEL #028/038 198 ESPLANADE LARGS BAY,MAP:ADL 79 J16,TG C158 T188, ==INPUT #1 FIP - INSIDE MAIN ENTRANCE AIR LOCK :LGS289 PAD257 :"
01-08-2024 19_24_28,7011755,20,"MFS: *CFSRES INC0103 01/08/24 19:24 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @LARGS PIER HOTEL #028/038 198 ESPLANADE LARGS BAY,MAP:ADL 79 J16,TG C158 T188, ==INPUT #1 FIP - INSIDE MAIN ENTRANCE AIR LOCK :LGS289 PAD257 :"
01-08-2024 19_24_26,7011754,20,"MFS: *CFSRES INC0103 01/08/24 19:24 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @LARGS PIER HOTEL #028/038 198 ESPLANADE LARGS BAY,MAP:ADL 79 J16,TG C158 T188, :LGS289 PAD257 :"
01-08-2024 19_24_24,7011753,20,"MFS: *CFSRES INC0103 01/08/24 19:24 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @LARGS PIER HOTEL #028/038 198 ESPLANADE LARGS BAY,MAP:ADL 79 J16,TG C158 T188, :LGS289 PAD257 :"
01-08-2024 19_22_57,7011752,30,ND1135 PR: 2 - : @EDWARDS PARK - ADELAIDE CBD ADELAIDE 129 Q 1 D01363 Disp: 19:22 Unconsciou
01-08-2024 19_22_44,7011751,30,PFD192 PR: 2 - MAWSON LAKES 82 J 9 D01362 Disp: 19:22 Breathing
01-08-2024 19_21_44,7011750,30,BV181 PR: 3 - WILLIAMSTOWN WLT 1 G 7 D01361 Disp: 19:21 OTHER EMER
01-08-2024 19_20_32,7011749,30,OH183 PR: 3 - : CB 2210 CHRISTIE DOWNS 185 P 8 D01360 Disp: 19:20 OTHER EMER
01-08-2024 19_17_14,7011748,30,H714 PR: 2 - ELIZABETH VALE 61 P 12 INCLEMENT WEATHER D01358 Disp: 19:17 Falls
01-08-2024 19_16_25,7011747,30,P192 PR: 2 - GLANVILLE 91 K 7 D01355 Disp: 19:16 Overdose /
01-08-2024 19_15_56,7011744,30,BL180 PR: 5 - : @BALAKLAVA DISTRICT HOSPITAL BALAKLAVA SBK 1 J 4 D01352 Disp: 19:15 TRANSFER
01-08-2024 19_12_47,7011743,30,FOR ASSESSMENT PLEASE
01-08-2024 19_12_47,7011742,30,FOR ASSESSMENT PLEASE
01-08-2024 19_12_39,7011741,30,PS196 PR: 8 - : @QEH: PS TO ASSESS WOODVILLE SOUTH 104 M 9 D01351 Disp: 19:12 TRANSFER
01-08-2024 19_12_39,7011740,30,PS196 PR: 8 - : @QEH: PS TO ASSESS WOODVILLE SOUTH 104 M 9 D01351 Disp: 19:12 TRANSFER
01-08-2024 19_11_25,7011739,30,N122 PR: 9 - : @SAAS - MARION MITCHELL PARK 153 J 4 D01349 Disp: 19:11 Vehicle Mo
01-08-2024 19_11_12,7011738,30,PA197 PR: 5 - : @PENNWOOD VILLAGE - PENNINGTON: OOCCB 19:00: PA197 PENNINGTON 92 M 14 D01348 Disp: 19:11 Sick Perso
01-08-2024 19_11_04,7011737,30,OAK196 PR: 7 - : @MOHO: ED: CARDIAC MON: 1700 > 1830: OAK196 MODBURY 96 H 2 D01347 Disp: 19:10 TRANSFER
01-08-2024 19_10_47,7011736,30,PAR192 PR: 2 - GLENELG NORTH 6 K 6 D01345 Disp: 19:10 Falls
01-08-2024 19_10_40,7011735,30,PA192 PR: 2 - SEMAPHORE 91 G 3 D01344 Disp: 19:10 Sick Perso
01-08-2024 19_09_58,7011734,30,E192 PR: 2 - GAWLER 23 L 7 D01343 Disp: 19:09 Breathing
01-08-2024 19_08_17,7011733,30,M192 PR: 2 - CHRISTIES BEACH 185 M 7 D01341 Disp: 19:08 OTHER EMER
01-08-2024 19_05_16,7011729,30,BV181 PR: 4 - : @ANGASTON AND DISTRICT HOSPITAL ANGASTON SAG 1 H 13 D01333 Disp: 19:05 HEALTH CAR
01-08-2024 19_04_27,7011728,10,Good evening all. Test call from Group Comms Officer. Reminder 1st Sunday of month this Sunday 4th August RADIO CALLS. 8.30AM 01/08/2024 19:04:20
01-08-2024 19_02_45,7011727,30,F182 PR: 2 - RICHMOND 129 F 2 D01332 Disp: 19:02 Unconsciou
01-08-2024 19_02_00,7011725,30,MB182 PR: 5 - : @MBHL: DTB MOUNT BARKER 173 A 14 D01330 Disp: 19:01 TRANSFER
01-08-2024 19_01_08,7011724,30,WY181 PR: 3 - : @YELTANA NURSING HOME WHYALLA WYA 4 C 17 D01329 Disp: 19:01 Sick Perso
01-08-2024 18_59_59,7011723,30,PP181 PR: 3 - RISDON PARK PPI 3 E 7 D01328 Disp: 18:59 Sick Perso
01-08-2024 18_57_59,7011722,30,GX159 PR: 8 - : @QEH: SOUTH 2: 1600 > 1730 WOODVILLE SOUTH 104 M 9 D01230 Disp: 17:52 Discharge
01-08-2024 18_56_34,7011721,20,"MFS: *CFSRES INC0102 01/08/24 18:56 RESPOND DOMESTIC GAS, ALARM LEVEL: 1, 25 CHAMBERLAIN ST SALISBURY NORTH,MAP:ADL 60 L11,TG C162 T182, ==GAS METER LEAKING AT FRONT OF PROPERTY :SAL321 :"
01-08-2024 18_56_33,7011720,20,"MFS: *CFSRES INC0102 01/08/24 18:56 RESPOND DOMESTIC GAS, ALARM LEVEL: 1, 25 CHAMBERLAIN ST SALISBURY NORTH,MAP:ADL 60 L11,TG C162 T182, :SAL321 :"
01-08-2024 18_55_25,7011719,30,MU181 PR: 3 - : @MURRAY BRIDGE POLICE STATION MURRAY BRIDGE 350 D 8 D01325 Disp: 18:55 OTHER EMER
01-08-2024 18_54_38,7011718,30,F184 PR: 2 - DUDLEY PARK 105 M 6 D01324 Disp: 18:54 Traumatic
01-08-2024 18_54_38,7011717,30,F184 PR: 2 - DUDLEY PARK 105 M 6 D01324 Disp: 18:54 Traumatic
01-08-2024 18_53_38,7011716,30,G171 PR: 2 - ANGLE VALE 31 C 14 D01323 Disp: 18:53 Breathing
01-08-2024 18_53_23,7011715,30,GG183 PR: 2 - BROOKLYN PARK 117 C 14 D01322 Disp: 18:53 Chest Pain
01-08-2024 18_52_44,7011712,30,AR181 PR: 3 - ARTHURTON D01319 Disp: 18:52 OTHER EMER
01-08-2024 18_51_38,7011711,30,GX187 PR: 5 - : @ANGLICARE - BROMPTON (IAN GEORGE COURT) BROMPTON 117 K 1 D01318 Disp: 18:51 Falls
01-08-2024 18_50_38,7011710,30,GG183 PR: 2 - : CB 2130 GLENELG NORTH 6 K 6 D01317 Disp: 18:50 Falls
01-08-2024 18_49_14,7011707,30,PFD40 PR: 9 - : @PFD - (SAAS) PARAFIELD 71 C 13 D01314 Disp: 18:49 Vehicle Mo
01-08-2024 18_48_44,7011706,30,OAK82 PR: 2 - POORAKA 82 Q 12 D01313 Disp: 18:48 Chest Pain
01-08-2024 18_48_02,7011705,30,MV182 PR: 2 - MCLAREN VALE 206 Q 13 D01312 Disp: 18:47 Unconsciou
01-08-2024 18_44_31,7011702,30,BL180 PR: 5 - : @BALAKLAVA DISTRICT HOSPITAL BALAKLAVA SBK 1 J 4 D01306 Disp: 18:44 TRANSFER
01-08-2024 18_44_10,7011699,30,BP183 PR: 2 - : H713 1ST BIRKENHEAD 5 E 2 D01304 Disp: 18:44 Chest Pain
01-08-2024 18_43_14,7011698,30,PAR182 PR: 2 - : @ASHMAN GROVE AGED CARE - BROMPTON BROMPTON 105 M 16 D01303 Disp: 18:42 Unconsciou
01-08-2024 18_41_51,7011696,30,EW187 PR: 5 - : EW187 FULHAM GARDENS 116 B 10 D01299 Disp: 18:41 Haemorrhag
01-08-2024 18_40_12,7011695,30,OAK82 PR: 2 - ELIZABETH VALE 61 P 12 INCLEMENT WEATHER D01298 Disp: 18:40 Falls
01-08-2024 18_37_57,7011694,30,H713 PR: 2 - BIRKENHEAD 5 E 2 D01295 Disp: 18:37 Chest Pain
01-08-2024 18_37_08,7011693,10,34p is back in station cheers Dennis
01-08-2024 18_36_59,7011691,30,KE70 PR: 3 - KEITH SKE 1 J 7 D01293 Disp: 18:36 Sick Perso
01-08-2024 18_36_38,7011690,30,HNC- PLEASE NOTIFY HNC OF CURRENT STATUS. THANKS 1300117362
01-08-2024 18_35_30,7011687,30,AR181 PR: 8 - : @MIHL MAITLAND SMT 1 J 6 D01290 Disp: 18:35 Discharge
01-08-2024 18_35_18,7011686,20,"MFS: *CFSRES INC0100 01/08/24 18:35 RESPOND STRUCTURE FIRE, ALARM LEVEL: 1, : STAAZI AND CO 224 GRENFELL ST ADELAIDE,MAP:ADL 118 K10,TG C156 T186, == FIRE UNDER DEEP FRYER :ADL202 BLP217 :"
01-08-2024 18_35_17,7011685,20,"MFS: *CFSRES INC0100 01/08/24 18:35 RESPOND STRUCTURE FIRE, ALARM LEVEL: 1, : STAAZI AND CO 224 GRENFELL ST ADELAIDE,MAP:ADL 118 K10,TG C156 T186, :ADL202 BLP217 :"
01-08-2024 18_34_25,7011684,30,ANY CHANCE OF CLEARING OR IS GHL STILL DELAYED?
01-08-2024 18_34_01,7011682,30,GO181 PR: 5 - GOOLWA BEACH 307 J 10 D01289 Disp: 18:33 Falls
01-08-2024 18_32_44,7011680,20,"MFS: *CFSRES INC0100 01/08/24 18:32 RESPOND STRUCTURE FIRE, ALARM LEVEL: 1, : STAAZI AND CO 224 GRENFELL ST ADELAIDE,MAP:ADL 118 K10,TG C156 T186, == FIRE UNDER DEEP FRYER :ADL202 SRG02 :"
01-08-2024 18_32_43,7011678,20,"MFS: *CFSRES INC0100 01/08/24 18:32 RESPOND STRUCTURE FIRE, ALARM LEVEL: 1, : STAAZI AND CO 224 GRENFELL ST ADELAIDE,MAP:ADL 118 K10,TG C156 T186, :ADL202 SRG02 :"
01-08-2024 18_32_41,7011677,30,GG186 PR: 5 - : @RFDS: FVA EX BEHL > FMC ETA 1850 ADELAIDE AIRPORT 128 H 6 D01286 Disp: 18:32 TRANSFER
01-08-2024 18_31_44,7011676,30,MG76 PR: 2 - MOUNT GAMBIER MGB 1 N 8 D01284 Disp: 18:15 OTHER EMER
01-08-2024 18_31_41,7011675,30,LW1 PR: 2 - PENNINGTON 92 J 13 D01283 Disp: 18:31 Convulsion
01-08-2024 18_31_41,7011674,30,PA183 PR: 2 - PENNINGTON 92 J 13 D01282 Disp: 18:31 Convulsion
01-08-2024 18_31_41,7011672,30,PA183 PR: 2 - PENNINGTON 92 J 13 D01282 Disp: 18:31 Convulsion
01-08-2024 18_31_08,7011671,30,C183 PR: 2 - : H714 WYNN VALE 72 G 15 D01281 Disp: 18:30 Chest Pain
01-08-2024 18_27_30,7011667,30,M182 ON WAY TO RELIEVE YOU
01-08-2024 18_27_00,7011666,30,MB181 PR: 5 - : @MBHL MOUNT BARKER 173 A 14 D01276 Disp: 18:26 HEALTH CAR
01-08-2024 18_26_25,7011665,30,ARE YOU ABLE TO RELIEVE AS72 WHEN READY?
01-08-2024 18_25_15,7011664,30,PFD142 PR: 2 - SALISBURY PARK 61 N 16 ?WEAPONS D01271 Disp: 18:25 Psychiatri
01-08-2024 18_23_30,7011663,30,BV181 PR: 2 - WILLIAMSTOWN WLT 1 G 7 D01268 Disp: 18:23 Psychiatri
01-08-2024 18_22_23,7011662,30,MG171 PR: 2 - MOUNT GAMBIER MGB 1 J 11 D01267 Disp: 18:22 Convulsion
01-08-2024 18_21_10,7011661,30,"EVENING, CAN YOU PLEASE HEAD INTO RAH FOR EOS RELIEF. THANKS."
01-08-2024 18_20_59,7011660,20,"MFS: *CFSRES INC0099 01/08/24 18:20 RESPOND VEHICLE ACCIDENT, ALARM LEVEL: 1, MORPHETT RD/BRAY ST MORPHETTVILLE,MAP:ADL 140 P4,TG C171 T191, == 2 CAR MVA - DEBRIS AND FLUIDS ON ROAD :CPK417 :"
01-08-2024 18_20_58,7011659,20,"MFS: *CFSRES INC0099 01/08/24 18:20 RESPOND VEHICLE ACCIDENT, ALARM LEVEL: 1, MORPHETT RD/BRAY ST MORPHETTVILLE,MAP:ADL 140 P4,TG C171 T191, :CPK417 :"
01-08-2024 18_20_33,7011657,30,CA181 PR: 8 - : @CLARE AND DISTRICT HOSPITAL CLARE SCL 1 K 8 D01265 Disp: 18:20 TRANSFER
01-08-2024 18_19_56,7011656,30,Please call CSDNO
01-08-2024 18_17_56,7011655,30,ETC FOR CRIB PLEASE
01-08-2024 18_16_02,7011654,30,MG181 PR: 2 - MOUNT GAMBIER MGB 1 N 8 D01261 Disp: 18:15 OTHER EMER
01-08-2024 18_15_38,7011653,30,H714 PR: 2 - WYNN VALE 72 G 15 D01260 Disp: 18:15 Chest Pain
01-08-2024 18_14_46,7011651,30,GG186 PR: 5 - : CB 1820 P5#: GG186 OTTOWAY 92 N 10 D01248 Disp: 18:10 Haemorrhag
01-08-2024 18_14_38,7011650,30,P182 PR: 2 - GILBERTON 106 L 14 D01257 Disp: 18:14 OTHER EMER
01-08-2024 18_13_19,7011649,30,GG40 PR: 2 - FULHAM GARDENS 116 C 10 D01255 Disp: 18:13 Stroke (CV
01-08-2024 18_12_12,7011648,30,MU181 PR: 2 - MURRAY BRIDGE 350 F 15 D01253 Disp: 18:12 Breathing
01-08-2024 18_12_07,7011647,20,"MFS: *CFSRES INC0098 01/08/24 18:11 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @BEACHPOINT APARTMENTS #043/010 50 ESPLANADE CHRISTIES BEACH,MAP:ADL 185 G11,TG C173 T183, ==INPUT #1 FIP - MAIN ENTRANCE - BEACH ROAD :NLG4313 NLG439 :"
01-08-2024 18_12_05,7011646,20,"MFS: *CFSRES INC0098 01/08/24 18:11 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @BEACHPOINT APARTMENTS #043/010 50 ESPLANADE CHRISTIES BEACH,MAP:ADL 185 G11,TG C173 T183, ==INPUT #1 FIP - MAIN ENTRANCE - BEACH ROAD :NLG4313 NLG439 :"
01-08-2024 18_12_03,7011645,20,"MFS: *CFSRES INC0098 01/08/24 18:11 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @BEACHPOINT APARTMENTS #043/010 50 ESPLANADE CHRISTIES BEACH,MAP:ADL 185 G11,TG C173 T183, :NLG4313 NLG439 :"
01-08-2024 18_10_40,7011642,30,E182 PR: 2 - SALISBURY DOWNS 71 C 8 D01250 Disp: 18:10 Abdominal
01-08-2024 18_10_31,7011641,30,PFD320 PR: 2 - : @BUNNINGS WAREHOUSE - PARAFIELD PARAFIELD 71 F 16 D01249 Disp: 18:10 Unconsciou
01-08-2024 18_08_10,7011640,30,TEST PAGE
01-08-2024 18_07_40,7011639,20,"OLDEN WAY/MCINTYRE RD MODBURY HEIGHTS,MAP:ADL 84 B8,TG C161 T191, == 2 CAR MVA - VEH STUCK TOGETHER :GGV319 :"
01-08-2024 18_07_15,7011638,30,PLEASE CALL ON AIR
01-08-2024 18_06_42,7011637,30,WV182 PR: 2 - SEATON 104 D 11 D01246 Disp: 18:06 Breathing
01-08-2024 18_05_14,7011635,30,WK171 PR: 2 - : @WARRAWEE LODGE INDEPENDENT LIVING WAIKERIE SWK 1 F 9 D01244 Disp: 18:05 Chest Pain
01-08-2024 18_05_13,7011633,30,WK171 PR: 2 - : @WARRAWEE LODGE INDEPENDENT LIVING WAIKERIE SWK 1 F 9 D01244 Disp: 18:05 Chest Pain
01-08-2024 18_04_08,7011631,20,"MFS: *CFSRES INC0096 01/08/24 18:03 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @EAST HURTLE #012/037 26-26 HURTLE SQ ADELAIDE,MAP:ADL 118 J14,TG C156 T186, ==INPUT #2 SPKL - CONTROL VALVES IN CARPARK & GROUND FLOOR PUMP ROOM,DRENCHERS LEVEL 1 :ADL201 ADL203 :"
